from,to,cost
770568,717650,8793.4
770568,717653,9945.1
770568,717654,9506.2
770568,717657,10309.7
770568,717659,10233.5
770568,762329,9853.2
770568,764137,5174.7
770568,767471,9958.6
770568,767585,10935.8
770568,767621,10088.7
770568,767759,7407.8
770568,767760,10226.7
770568,767767,6876.5
770568,768230,9748.3
770568,769788,6963.5
770568,769806,9315.1
770568,769807,5567.1
770568,769819,8170.1
770568,769941,7672.9
770568,769953,7444.2
770568,769983,6548.7
770568,769984,8352.4
770568,770000,4917.1
770568,770157,2690.5
770568,770169,1618.3
770568,770386,8770.2
770568,770401,9828.3
770568,770510,3941.8
770568,770567,1383.6
770568,770568,0.0
770568,770578,1163.4
770568,770579,3149.9
770568,771642,5732.9
770568,773974,10050.9
770568,773975,8694.5
770568,773996,8074.2
770568,774012,6682.3
770568,774032,4673.6
770568,774053,9920.5
770578,717099,9991.8
770578,717590,8355.6
770578,717597,3771.1
770578,717599,2517.3
770578,717601,5707.7
770578,717603,1718.8
770578,717606,3777.9
770578,717615,5360.4
770578,717617,8160.7
770578,717620,5955.9
770578,717622,4237.9
770578,717624,2715.6
770578,717625,2672.2
770578,717627,3225.7
770578,717628,679.6
770578,717630,4694.2
770578,717631,2707.7
770578,717633,2018.3
770578,717634,5272.7
770578,717635,3142.9
770578,717637,8225.9
770578,717638,4157.7
770578,717640,4861.3
770578,717642,7133.6
770578,717644,9294.7
770578,717646,6612.5
770578,717649,9467.0
770578,717650,7723.0
770578,717653,9157.1
770578,717654,8435.8
770578,717657,9521.7
770578,717659,9163.0
770578,718066,10131.4
770578,762329,8568.9
770578,764137,4258.5
770578,767454,9187.3
770578,767471,8674.3
770578,767542,10685.5
770578,767572,9388.4
770578,767585,9651.4
770578,767620,9734.9
770578,767621,8804.4
770578,767750,9863.4
770578,767759,6253.6
770578,767760,8942.4
770578,767767,5713.1
770578,769788,8749.7
770578,769807,7353.3
770578,769819,9956.3
770578,769941,9459.1
770578,769953,9230.4
770578,769983,8334.9
770578,769984,10138.6
770578,770000,6703.2
770578,770157,1527.1
770578,770169,454.8
770578,770386,10556.4
770578,770510,5728.0
770578,770567,3138.3
770578,770568,5171.2
770578,770578,0.0
770578,770579,1986.4
770578,771642,7519.1
770578,773154,9790.6
770578,773974,8766.5
770578,773975,7410.2
770578,773996,6789.9
770578,774011,10786.6
770578,774012,5398.0
770578,774032,3389.2
770578,774053,8636.2
770579,717590,9602.8
770579,717597,5018.3
770579,717599,3649.8
770579,717601,6954.8
770579,717603,2851.3
770579,717606,5025.1
770579,717615,3374.0
770579,717617,6174.2
770579,717620,4043.2
770579,717622,2251.5
770579,717624,729.2
770579,717625,685.8
770579,717627,4358.3
770579,717628,1812.1
770579,717630,5381.3
770579,717631,3714.0
770579,717633,3081.8
770579,717634,5911.9
770579,717635,4084.8
770579,717637,8789.0
770579,717638,5094.2
770579,717640,5740.8
770579,717642,7766.6
770579,717644,10136.0
770579,717646,7484.5
770579,717649,10027.1
770579,717650,8564.2
770579,717653,9715.9
770579,717654,9277.0
770579,717657,10080.5
770579,717659,10004.3
770579,762329,9816.0
770579,764137,4945.5
770579,767471,9921.4
770579,767585,10898.6
770579,767621,10051.5
770579,767759,7370.6
770579,767760,10189.5
770579,767767,6768.4
770579,768230,9548.0
770579,769788,6763.2
770579,769806,9114.8
770579,769807,5366.8
770579,769819,7969.8
770579,769926,10292.6
770579,769941,7472.6
770579,769953,7243.9
770579,769983,6348.4
770579,769984,8152.1
770579,770000,4716.8
770579,770157,2659.6
770579,770169,1587.4
770579,770386,8569.9
770579,770401,9628.0
770579,770510,3741.5
770579,770567,1151.9
770579,770568,3184.7
770579,770578,1132.5
770579,770579,0.0
770579,771642,5532.6
770579,773974,10013.7
770579,773975,8657.3
770579,773996,8037.0
770579,774012,6645.1
770579,774032,4636.4
770579,774053,9883.4
770587,716007,10141.6
770587,717006,10466.1
770587,717546,10273.2
770587,717828,10032.4
770587,717829,9855.1
770587,718392,8544.3
770587,718393,7899.4
770587,718404,8074.8
770587,759228,9712.2
770587,759250,9329.8
770587,759626,10439.4
770587,759636,10115.3
770587,759822,7303.9
770587,759834,10037.9
770587,759835,7047.8
770587,759844,7157.6
770587,759850,9696.3
770587,759858,7940.9
770587,763641,8610.9
770587,766060,9289.3
770587,766096,9811.3
770587,766110,8088.0
770587,766112,8858.3
770587,766124,10320.4
770587,766153,9523.8
770587,766167,7817.7
770587,766170,9090.4
770587,766184,8641.4
770587,768283,7187.1
770587,768297,8749.2
770587,770012,993.7
770587,770024,2332.9
770587,770036,3656.0
770587,770048,5436.2
770587,770061,8335.3
770587,770215,3705.0
770587,770229,5131.6
770587,770243,7234.7
770587,770303,3351.5
770587,770315,4783.4
770587,770331,5672.8
770587,770353,5988.2
770587,770354,4842.0
770587,770519,9895.8
770587,770544,7186.7
770587,770545,9311.7
770587,770556,9565.0
770587,770587,0.0
770587,770588,1792.3
770587,770598,5569.6
770587,770599,7882.8
770587,771690,9544.7
770587,771691,9357.1
770587,771981,9146.4
770587,771997,8311.4
770587,772024,8174.9
770587,772025,8193.2
770587,774092,7521.4
770588,716007,8441.4
770588,717541,10701.4
770588,717544,10928.4
770588,717546,10139.9
770588,717828,9899.1
770588,717829,9721.8
770588,718392,10123.2
770588,718393,9478.4
770588,718404,6540.9
770588,759250,10908.7
770588,759636,10796.1
770588,759822,8882.8
770588,759835,8378.7
770588,759844,8488.5
770588,759850,8162.5
770588,759858,6148.3
770588,763641,6818.3
770588,764262,10529.2
770588,766010,12509.1
770588,766027,11573.4
770588,766044,10867.1
770588,766060,9156.0
770588,766110,9686.5
770588,766112,10437.2
770588,766153,11102.7
770588,766167,9536.5
770588,766170,9575.5
770588,766184,10239.8
770588,768283,5454.6
770588,768297,7215.3
770588,770012,3732.5
770588,770024,5071.7
770588,770036,6394.8
770588,770048,8175.0
770588,770215,6443.8
770588,770229,7870.4
770588,770243,9973.5
770588,770303,1558.9
770588,770315,2990.8
770588,770331,8411.6
770588,770353,8727.0
770588,770354,7580.8
770588,770544,9925.5
770588,770587,2738.6
770588,770588,0.0
770588,770598,3777.1
770588,770599,6348.9
770588,771690,10029.8
770588,771691,10936.0
770588,771807,10748.8
770588,771981,7612.5
770588,771997,8178.1
770588,772024,8309.5
770588,772025,6659.4
770588,774092,5987.5
770598,716007,4664.3
770598,759648,8654.7
770598,763641,3041.2
770598,764262,6753.6
770598,764269,8823.2
770598,764276,8121.7
770598,768138,9850.0
770598,770598,0.0
770599,716007,6065.0
770599,717541,8158.7
770599,717543,8531.5
770599,717544,10333.0
770599,717546,9549.1
770599,717547,9430.0
770599,717828,9308.3
770599,717829,9131.0
770599,718392,9560.6
770599,718393,8915.8
770599,718404,5950.1
770599,759250,10346.1
770599,759822,8294.9
770599,759835,7787.9
770599,759844,7897.7
770599,759850,7571.7
770599,759858,4098.9
770599,763641,4768.9
770599,764262,7986.5
770599,764269,10056.0
770599,764276,9354.6
770599,766010,9966.4
770599,766027,9030.7
770599,766044,8324.4
770599,766060,8565.2
770599,766110,9304.5
770599,766112,9874.6
770599,766167,9952.1
770599,766170,8984.7
770599,766184,9857.8
770599,768283,2833.9
770599,768297,866.4
770599,770012,4712.1
770599,770024,6051.3
770599,770036,7374.4
770599,770048,9154.6
770599,770215,7423.4
770599,770229,8850.0
770599,770303,7069.9
770599,770315,4160.7
770599,770331,9391.2
770599,770353,9706.6
770599,770354,8560.4
770599,770587,3718.2
770599,770588,5510.7
770599,770598,1727.7
770599,770599,0.0
770599,771690,9439.0
770599,771981,7021.7
770599,771997,7587.3
770599,772024,7718.7
770599,772025,6068.6
770599,774092,5396.7
770610,716390,1117.0
770610,716391,2914.3
770610,716392,3879.1
770610,717524,11081.4
770610,718146,12012.9
770610,718148,11977.8
770610,718150,12066.0
770610,737433,4778.8
770610,760002,10132.0
770610,764617,8171.6
770610,764632,12666.1
770610,764637,6587.8
770610,764641,5274.6
770610,764646,4267.2
770610,764958,8242.0
770610,764963,10446.5
770610,765100,12304.0
770610,765444,176.3
770610,768253,10200.0
770610,768265,6800.3
770610,770610,0.0
770610,770611,8484.1
770610,772208,12202.3
770610,772340,10153.9
770610,772354,9387.8
770610,772355,11592.9
770610,772564,4110.1
770610,772571,5052.7
770610,772583,11564.0
770611,716390,5248.0
770611,716391,7045.3
770611,716392,8010.5
770611,717514,10496.8
770611,717517,8524.3
770611,717518,6950.3
770611,717520,6076.6
770611,717522,8658.6
770611,717524,2743.3
770611,718142,5317.5
770611,718143,8717.5
770611,718144,6069.7
770611,718146,3727.9
770611,718148,3692.8
770611,737433,8910.2
770611,760002,1793.8
770611,764641,9406.0
770611,764646,8398.6
770611,765444,3954.7
770611,770610,4131.0
770611,770611,0.0
770611,772208,3917.3
770611,772354,1049.6
770611,772355,3307.9
770611,772564,8241.5
770611,772571,9184.1
770611,772582,7521.8
770611,772583,3225.8
770611,772609,9344.0
770616,717554,4440.9
770616,717566,5661.7
770616,760686,4147.5
770616,760693,5339.1
770616,760782,9779.9
770616,760794,8884.1
770616,760801,8406.6
770616,760812,9916.7
770616,760814,7442.0
770616,760869,9899.4
770616,760971,9085.1
770616,764072,8920.2
770616,764081,8384.5
770616,764085,9524.2
770616,770616,0.0
770616,770621,9865.8
770616,770631,8418.2
770616,770634,5018.4
770616,770651,1954.4
770616,770660,7420.7
770616,770667,1610.8
770616,770673,8929.4
770616,770681,7303.1
770616,770687,3657.0
770616,770697,3291.9
770616,770703,5401.2
770616,770854,5502.7
770616,770877,6908.7
770616,770887,4245.6
770616,770895,3221.8
770616,770904,10639.9
770616,770910,10105.9
770616,770935,5272.0
770616,770953,6674.4
770616,770965,4197.4
770616,770979,3013.7
770616,770983,9154.3
770616,770989,9694.6
770616,771285,9829.5
770616,771295,8336.4
770616,771318,8282.6
770616,771329,9800.4
770616,771340,7223.9
770616,771349,8833.5
770616,771350,6885.3
770616,771360,8722.8
770616,771371,4952.0
770616,771385,2955.4
770616,771386,1550.1
770616,771396,688.8
770616,771400,2117.9
770616,771410,356.3
770616,771421,632.8
770616,771431,1358.2
770616,771432,3904.1
770616,771441,2825.3
770616,771453,5784.2
770616,771463,697.9
770616,771475,1621.5
770616,771488,4134.5
770616,771499,4501.3
770616,771509,6561.7
770616,771521,6822.7
770616,771531,8349.7
770616,771542,7830.5
770616,771553,9126.4
770616,771565,9950.2
770616,772125,7631.8
770616,772126,10183.1
770616,772132,6873.3
770616,772133,10941.5
770621,764798,9395.6
770621,764814,8508.4
770621,764824,8532.2
770621,764829,10134.7
770621,764834,6953.3
770621,764839,7376.2
770621,764848,10158.8
770621,764863,8471.3
770621,764868,8695.6
770621,764891,10367.2
770621,765150,9672.7
770621,770616,7571.5
770621,770621,0.0
770621,770631,1676.5
770621,770634,5301.5
770621,770643,9264.2
770621,770651,9526.0
770621,770657,7923.8
770621,770660,3527.4
770621,770667,9182.4
770621,770673,3036.1
770621,770681,5197.3
770621,770691,5130.9
770621,770703,6724.9
770621,770712,9367.0
770621,770717,6839.4
770621,770741,10467.0
770621,770760,8840.0
770621,770830,8078.0
770621,770833,9881.5
770621,770890,7014.4
770621,770896,7479.0
770621,770917,10166.3
770621,771254,5526.0
770621,771268,7742.0
770621,771285,36.3
770621,771294,618.6
770621,771295,2443.2
770621,771306,1243.8
770621,771318,1540.9
770621,771329,3058.8
770621,771340,3330.6
770621,771349,2091.8
770621,771350,4779.4
770621,771360,4829.5
770621,771371,5235.0
770621,771385,10527.0
770621,771386,6021.4
770621,771396,6882.7
770621,771400,9689.5
770621,771410,7927.9
770621,771421,8204.5
770621,771431,8929.9
770621,771463,8269.5
770621,771475,9193.2
770621,771499,5824.9
770621,771509,4297.3
770621,771521,4558.3
770621,771531,1834.5
770621,771542,1867.9
770621,771553,3233.2
770621,771565,4056.9
770621,771577,4432.5
770621,771578,6594.9
770631,760686,10042.5
770631,764834,9064.1
770631,764839,9487.0
770631,770616,5894.9
770631,770621,6083.4
770631,770631,0.0
770631,770634,3624.9
770631,770651,7849.4
770631,770657,10034.6
770631,770660,1850.9
770631,770667,7505.8
770631,770673,5146.9
770631,770681,3520.7
770631,770687,9552.0
770631,770691,7241.7
770631,770697,9187.0
770631,770703,5048.3
770631,770717,8950.2
770631,770890,9125.2
770631,770895,9116.8
770631,770896,9589.8
770631,770965,10092.5
770631,770979,8908.7
770631,771254,7636.8
770631,771268,9852.8
770631,771285,6047.1
770631,771294,6698.3
770631,771295,4554.0
770631,771306,7323.6
770631,771318,135.6
770631,771329,1382.2
770631,771340,1654.0
770631,771349,415.2
770631,771350,3102.8
770631,771360,3152.9
770631,771371,3558.4
770631,771385,8850.4
770631,771386,4344.8
770631,771396,5206.1
770631,771400,8013.0
770631,771410,6251.3
770631,771421,6527.9
770631,771431,7253.3
770631,771432,9799.2
770631,771441,8720.3
770631,771463,6592.9
770631,771475,7516.6
770631,771488,10029.5
770631,771499,4148.3
770631,771509,2620.7
770631,771521,2881.7
770631,771531,4536.8
770631,771542,4048.1
770631,771553,5344.0
770631,771565,6167.7
770631,771577,6543.3
770631,771578,8705.7
770634,717554,6711.1
770634,717566,7931.8
770634,760686,6417.6
770634,760693,7609.3
770634,760814,9712.1
770634,770616,2270.0
770634,770634,0.0
770634,770651,4224.6
770634,770660,9690.9
770634,770667,3880.9
770634,770681,9573.3
770634,770687,5927.1
770634,770697,5562.1
770634,770703,7671.4
770634,770854,7772.9
770634,770877,9178.9
770634,770887,6515.7
770634,770895,5492.0
770634,770935,7542.1
770634,770953,8944.6
770634,770965,6467.6
770634,770979,5283.8
770634,771340,9494.1
770634,771350,9155.4
770634,771371,66.5
770634,771385,5225.6
770634,771386,720.0
770634,771396,1581.2
770634,771400,4388.1
770634,771410,2626.4
770634,771421,2903.0
770634,771431,3628.4
770634,771432,6174.3
770634,771441,5095.4
770634,771453,8054.4
770634,771463,2968.1
770634,771475,3891.7
770634,771488,6404.6
770634,771499,6771.5
770634,771509,8831.9
770634,771521,9092.9
770634,771542,10100.7
770634,772125,9902.0
770634,772132,9143.5
770637,764905,8477.5
770637,764921,3875.4
770637,764927,3891.4
770637,764932,6650.1
770637,764937,6132.8
770637,770637,0.0
770637,770642,1573.0
770637,770648,3512.1
770637,770661,9504.2
770637,770671,6849.7
770637,770682,5426.0
770637,770821,7227.3
770637,770824,5642.3
770637,770827,8581.0
770637,770845,9851.6
770637,770857,6703.4
770637,770901,9059.0
770642,764874,11421.4
770642,764879,10078.6
770642,764885,9802.2
770642,764891,10320.0
770642,764900,11722.2
770642,764905,6904.6
770642,764910,10009.9
770642,764915,10243.5
770642,764921,2302.4
770642,764927,2318.4
770642,764932,5077.1
770642,764937,4559.8
770642,765106,9618.0
770642,770637,8911.7
770642,770642,0.0
770642,770648,1939.1
770642,770661,7931.2
770642,770671,5276.7
770642,770676,9566.2
770642,770682,3853.0
770642,770724,9605.2
770642,770741,10650.9
770642,770821,5654.3
770642,770824,4069.3
770642,770827,7008.0
770642,770836,9209.3
770642,770845,8278.7
770642,770851,10745.6
770642,770857,5130.4
770642,770901,7486.0
770642,770911,9185.2
770642,770929,11060.2
770642,770941,11282.0
770643,764798,8734.6
770643,764814,7689.8
770643,764819,10197.7
770643,764824,7419.5
770643,764829,9473.7
770643,764834,6134.7
770643,764839,6557.6
770643,764848,9046.1
770643,764863,7358.6
770643,764868,7582.9
770643,764879,9523.5
770643,764891,9254.5
770643,765150,9011.7
770643,770616,9726.1
770643,770621,2420.8
770643,770631,3831.1
770643,770634,7456.1
770643,770643,0.0
770643,770652,10477.1
770643,770657,6811.1
770643,770660,5682.1
770643,770673,5190.7
770643,770681,7351.9
770643,770691,4312.3
770643,770703,8879.5
770643,770712,8706.0
770643,770717,6020.8
770643,770741,9354.3
770643,770760,7727.3
770643,770830,7259.4
770643,770833,8768.8
770643,770890,6195.8
770643,770896,6366.3
770643,770917,9505.3
770643,771253,9990.4
770643,771254,4707.4
770643,771268,1950.4
770643,771285,2384.5
770643,771294,2773.2
770643,771295,4597.8
770643,771306,3398.5
770643,771318,3695.5
770643,771329,5213.4
770643,771340,5485.2
770643,771349,4246.4
770643,771350,6934.0
770643,771360,6984.1
770643,771371,7389.6
770643,771386,8176.0
770643,771396,9037.3
770643,771410,10082.5
770643,771499,7979.5
770643,771509,6451.9
770643,771521,6712.9
770643,771531,3989.1
770643,771542,4022.5
770643,771553,5387.8
770643,771565,2944.2
770643,771577,3613.9
770643,771578,803.3
770648,764905,9873.3
770648,764921,5452.6
770648,764927,5468.6
770648,764932,3138.0
770648,764937,2620.7
770648,770648,0.0
770648,770661,5992.1
770648,770671,3337.6
770648,770676,7627.1
770648,770682,1913.9
770648,770821,8623.1
770648,770824,7038.1
770648,770827,5068.9
770648,770836,7270.2
770648,770845,6339.6
770648,770851,8806.5
770648,770857,3191.3
770648,770862,11244.5
770648,770901,10454.8
770648,770941,9342.9
770648,770947,10630.2
770651,717554,2486.5
770651,717566,3707.2
770651,760686,2193.0
770651,760693,3384.7
770651,760794,9855.4
770651,760801,9328.3
770651,760812,7962.2
770651,760814,8443.1
770651,764072,10070.0
770651,764081,8501.8
770651,770616,9176.6
770651,770634,6906.6
770651,770651,0.0
770651,770660,9308.9
770651,770667,3735.5
770651,770681,9191.3
770651,770687,5545.1
770651,770697,1337.4
770651,770703,7289.4
770651,770854,3548.3
770651,770877,4954.3
770651,770887,2291.1
770651,770895,1267.3
770651,770904,8685.5
770651,770910,8151.4
770651,770935,3317.5
770651,770953,4719.9
770651,770965,2243.0
770651,770979,1059.2
770651,770983,7199.9
770651,770989,7740.2
770651,771295,10224.6
770651,771340,9112.0
770651,771350,8773.4
770651,771371,6840.1
770651,771385,4843.5
770651,771386,7626.5
770651,771396,8487.8
770651,771400,4006.1
770651,771410,9533.0
770651,771421,3514.2
770651,771431,596.2
770651,771432,1949.7
770651,771441,870.8
770651,771453,3829.7
770651,771463,3350.7
770651,771475,3746.3
770651,771488,6022.6
770651,771499,6389.4
770651,771509,8449.9
770651,771521,8710.9
770651,771542,9718.7
770651,772125,5677.4
770651,772132,4918.8
770652,764622,8141.4
770652,764627,8521.3
770652,764798,6016.3
770652,764814,4716.5
770652,764819,279.4
770652,764824,5182.8
770652,764829,1870.8
770652,764834,2664.1
770652,764839,3666.2
770652,764848,7145.4
770652,764863,5138.8
770652,764868,5682.2
770652,764874,9185.1
770652,764879,7613.1
770652,764885,10401.7
770652,764891,7344.1
770652,764900,8515.2
770652,764910,9551.6
770652,764915,9785.3
770652,765106,10217.4
770652,765150,6293.3
770652,765472,9004.3
770652,770621,5097.9
770652,770631,6508.2
770652,770634,10133.2
770652,770643,2677.1
770652,770652,0.0
770652,770657,4591.4
770652,770660,8359.1
770652,770673,7867.8
770652,770681,10029.0
770652,770691,6989.4
770652,770712,1103.1
770652,770717,3129.3
770652,770724,9147.0
770652,770741,7443.9
770652,770760,5507.6
770652,770830,4286.1
770652,770833,6868.0
770652,770890,3222.5
770652,770896,4129.6
770652,770911,9784.7
770652,770917,6808.6
770652,770929,8823.9
770652,771253,2387.5
770652,771254,7384.4
770652,771268,4627.5
770652,771285,5061.5
770652,771294,5450.3
770652,771295,7274.8
770652,771306,6075.5
770652,771318,6372.6
770652,771329,7890.4
770652,771340,8162.3
770652,771349,6923.5
770652,771350,9611.1
770652,771360,9661.2
770652,771371,10066.7
770652,771509,9128.9
770652,771521,9389.9
770652,771531,6666.1
770652,771542,6699.6
770652,771553,8064.8
770652,771565,5621.3
770652,771577,6291.0
770652,771578,3480.4
770657,764622,9924.7
770657,764798,7799.6
770657,764814,6499.8
770657,764819,10045.6
770657,764824,4020.1
770657,764829,8819.7
770657,764834,4447.4
770657,764839,6178.9
770657,764848,2553.9
770657,764863,547.4
770657,764868,1090.7
770657,764874,4593.7
770657,764879,3021.6
770657,764885,5810.2
770657,764891,2752.7
770657,764900,3923.8
770657,764910,4960.2
770657,764915,5193.8
770657,764921,10302.5
770657,765106,5626.0
770657,765150,8076.7
770657,770621,5982.1
770657,770631,7655.0
770657,770637,6427.1
770657,770642,8000.1
770657,770643,4752.1
770657,770648,9939.2
770657,770652,10324.9
770657,770657,0.0
770657,770660,9505.9
770657,770673,8606.5
770657,770691,7188.5
770657,770712,8052.0
770657,770717,5642.1
770657,770724,4555.5
770657,770741,2852.5
770657,770760,916.2
770657,770830,6069.4
770657,770833,2276.6
770657,770890,5005.8
770657,770896,2974.8
770657,770901,5997.6
770657,770911,5193.2
770657,770917,8592.0
770657,770929,4232.5
770657,771253,9336.5
770657,771254,7583.6
770657,771268,6302.5
770657,771285,5945.8
770657,771294,6597.0
770657,771295,8013.6
770657,771306,7222.3
770657,771318,7519.3
770657,771329,9037.2
770657,771340,9309.0
770657,771349,8070.2
770657,771509,9404.6
770657,771521,9665.6
770657,771531,7812.9
770657,771542,7438.3
770657,771553,8803.6
770657,771565,5467.4
770657,771577,6490.1
770657,771578,5155.4
770660,717554,8485.1
770660,717566,9705.8
770660,760686,8191.6
770660,760693,9383.3
770660,760794,10729.5
770660,760801,10400.0
770660,760814,9435.4
770660,764081,10378.0
770660,764834,10642.7
770660,770616,4044.0
770660,770621,7662.0
770660,770631,6214.4
770660,770634,1774.0
770660,770651,5998.6
770660,770660,0.0
770660,770667,5654.9
770660,770673,6725.5
770660,770681,5099.3
770660,770687,7701.1
770660,770691,8820.3
770660,770697,7336.1
770660,770703,3197.4
770660,770717,10528.8
770660,770854,9546.9
770660,770887,8289.7
770660,770895,7266.0
770660,770935,9316.1
770660,770965,8241.6
770660,770979,7057.8
770660,771254,9215.4
770660,771285,7625.7
770660,771294,8276.9
770660,771295,6132.6
770660,771306,8902.2
770660,771318,6078.7
770660,771329,7596.6
770660,771340,5020.1
770660,771349,6629.6
770660,771350,4681.4
770660,771360,1302.0
770660,771371,1707.5
770660,771385,6999.6
770660,771386,2494.0
770660,771396,3355.2
770660,771400,6162.1
770660,771410,4400.4
770660,771421,4677.0
770660,771431,5402.4
770660,771432,7948.3
770660,771441,6869.4
770660,771453,9828.4
770660,771463,4742.1
770660,771475,5665.7
770660,771488,8178.6
770660,771499,2297.5
770660,771509,4357.9
770660,771521,4618.9
770660,771531,6145.9
770660,771542,5626.7
770660,771553,6922.6
770660,771565,7746.4
770660,771577,8121.9
770660,771578,10284.4
770660,772125,11676.0
770660,772132,10917.5
770661,764921,7133.6
770661,764927,7149.5
770661,764932,5126.6
770661,764937,5385.6
770661,770648,7464.6
770661,770661,0.0
770661,770666,5322.8
770661,770671,6301.9
770661,770676,1650.7
770661,770682,9378.6
770661,770694,8468.5
770661,770707,6988.0
770661,770735,9666.6
770661,770821,10304.0
770661,770824,8719.1
770661,770827,6749.9
770661,770836,1278.1
770661,770839,9549.1
770661,770845,3450.2
770661,770851,2830.1
770661,770857,4872.3
770661,770862,10560.4
770661,770886,10892.4
770661,770941,8658.7
770661,770947,9946.1
770661,770959,10222.9
770661,775302,8619.3
770661,775365,8963.4
770666,767810,10234.1
770666,770666,0.0
770666,770694,3145.8
770666,770707,1665.2
770666,770735,4343.9
770666,770754,9006.1
770666,770836,9504.4
770666,770839,4226.3
770666,770848,9492.3
770666,770851,7823.7
770666,770872,7378.8
770666,770881,7856.8
770666,770886,5569.7
770666,770905,6179.5
770666,770916,7852.8
770666,770926,9429.7
770666,770959,7389.4
770666,770995,10539.2
770666,775302,3296.5
770666,775314,7244.3
770666,775365,3640.7
770667,760686,9971.2
770667,770616,5823.6
770667,770621,8400.9
770667,770631,6953.3
770667,770634,3553.5
770667,770651,7778.1
770667,770660,5955.8
770667,770667,0.0
770667,770673,7464.4
770667,770681,5838.2
770667,770687,2192.1
770667,770691,9559.2
770667,770697,9115.6
770667,770703,3936.3
770667,770895,9045.5
770667,770965,10021.1
770667,770979,8837.3
770667,771254,9954.3
770667,771285,8364.6
770667,771294,9015.9
770667,771295,6871.5
770667,771306,9641.1
770667,771318,6817.7
770667,771329,8335.5
770667,771340,5759.0
770667,771349,7368.5
770667,771350,5420.4
770667,771360,7257.9
770667,771371,3487.1
770667,771385,1490.5
770667,771386,4273.5
770667,771396,5134.7
770667,771400,653.0
770667,771410,6180.0
770667,771421,6456.5
770667,771431,7181.9
770667,771432,9727.8
770667,771441,8649.0
770667,771463,6521.6
770667,771475,10.8
770667,771488,2669.5
770667,771499,3036.4
770667,771509,5096.8
770667,771521,5357.8
770667,771531,6884.8
770667,771542,6365.6
770667,771553,7661.5
770667,771565,8485.3
770667,771577,8860.8
770671,764905,9903.5
770671,764921,5482.8
770671,764927,5498.8
770671,764932,3168.2
770671,764937,2469.4
770671,770648,5813.9
770671,770661,2728.2
770671,770666,8035.2
770671,770671,0.0
770671,770676,4363.2
770671,770682,7727.8
770671,770707,9700.4
770671,770821,8653.3
770671,770824,7068.3
770671,770827,5099.1
770671,770836,4006.3
770671,770845,3002.1
770671,770851,5542.6
770671,770857,3221.5
770671,770862,8736.8
770671,770866,9872.0
770671,770941,6835.2
770671,770947,8122.5
770673,764622,8897.2
770673,764627,9277.1
770673,764798,6772.1
770673,764814,5472.2
770673,764819,8667.4
770673,764824,5765.9
770673,764829,7769.2
770673,764834,3917.2
770673,764839,4340.0
770673,764848,7711.6
770673,764863,5705.0
770673,764868,6248.4
770673,764874,9751.3
770673,764879,8179.2
770673,764891,7910.3
770673,764900,9081.4
770673,764910,10117.8
770673,764915,10351.5
770673,765150,7049.1
770673,765472,9760.1
770673,770621,5176.2
770673,770631,6586.6
770673,770634,10211.5
770673,770643,6497.9
770673,770652,8946.8
770673,770657,5157.6
770673,770660,8437.5
770673,770673,0.0
770673,770681,10107.3
770673,770691,2094.7
770673,770712,7001.5
770673,770717,3803.2
770673,770724,9713.2
770673,770741,8010.1
770673,770760,6073.8
770673,770830,5041.9
770673,770833,7434.2
770673,770890,3978.2
770673,770896,4712.8
770673,770911,10350.9
770673,770917,7564.4
770673,770929,9390.1
770673,771253,8285.9
770673,771254,2489.8
770673,771268,4705.9
770673,771285,5139.9
770673,771294,5528.7
770673,771295,7353.2
770673,771306,6153.9
770673,771318,6451.0
770673,771329,7968.8
770673,771340,8240.7
770673,771349,7001.8
770673,771350,9689.5
770673,771360,9739.6
770673,771371,10145.1
770673,771509,9207.3
770673,771521,9468.3
770673,771531,6744.5
770673,771542,6777.9
770673,771553,197.1
770673,771565,5645.7
770673,771577,1396.3
770673,771578,3558.8
770676,764921,9234.6
770676,764927,9250.5
770676,764932,7227.7
770676,764937,7486.6
770676,770648,9565.7
770676,770661,5197.5
770676,770666,4052.9
770676,770671,8402.9
770676,770676,0.0
770676,770694,7198.7
770676,770707,5718.1
770676,770735,8396.7
770676,770824,10820.1
770676,770827,8850.9
770676,770836,2860.1
770676,770839,8279.2
770676,770845,5551.2
770676,770851,1179.4
770676,770857,6973.3
770676,770866,10622.0
770676,770881,9039.6
770676,770886,9622.5
770676,770905,10232.3
770676,770916,9035.6
770676,770941,10186.1
770676,770959,8572.3
770676,770995,11071.7
770676,775302,7349.4
770676,775365,7693.6
770681,764622,10592.8
770681,764798,8467.7
770681,764814,7167.8
770681,764819,10070.8
770681,764824,7191.6
770681,764829,9346.8
770681,764834,5612.8
770681,764839,6035.6
770681,764848,8818.3
770681,764863,7130.7
770681,764868,7355.1
770681,764879,9295.6
770681,764891,9026.7
770681,764900,10197.8
770681,765150,8744.7
770681,770616,7010.0
770681,770621,2632.0
770681,770631,1115.0
770681,770634,4739.9
770681,770643,7923.6
770681,770651,8964.5
770681,770652,10350.2
770681,770657,6583.3
770681,770660,2965.9
770681,770667,8620.9
770681,770673,1695.5
770681,770681,0.0
770681,770691,3790.3
770681,770697,10302.0
770681,770703,6163.3
770681,770712,8579.1
770681,770717,5498.8
770681,770741,9126.5
770681,770760,7499.5
770681,770830,6737.5
770681,770833,8540.9
770681,770890,5673.8
770681,770895,10231.9
770681,770896,6138.5
